,Products bought by the customer,New products bought by the customer
Customer_36,Fasulye turşu;Kalem;Domates salçası;Kuru dut;İçli Köfte;Köfte harcı;Tarçın;Toz şeker;Acı Sos;Makarna;Kuru kayısı;Şehriye;Sarımsak sosu;Kırmızı şarap;Közlenmiş biber;Milföy;El mantısı;Jelibon,Kurutulmuş Kivi
Customer_950,İçli Köfte;Pizza;Fasulye turşu;Kuru İncir;Makarna;Kırı üzüm;Domates salçası;Tavuk Bulyon;Un;Sirke;Kalamar;Kuru kayısı;Baldo pirinç;Acı Sos;Kurabiye,Kurutulmuş Kivi
Customer_783,Karabiber;Soya sosu;Tarçın;Ton balığı;Kalamar;Kırı üzüm;Un;Krem şanti;Patates;Kuru İncir;Ihlamur;Toz şeker;Şehriye;Baldo pirinç;Papatya çayı;Krem şanti;Kırmızı mercimek;Jelibon;Tavuk Bulyon;Limon sos;Keçi boynuzu,Kinoa tohumu
Customer_48,Milföy;Nemlendirici bakım kremi;Kalamar;Kalem;Saç boyası;Karabiber;Közlenmiş biber;Köfte;El mantısı;Toz şeker;Saç kremi;Nemlendirici bakım kremi;Fasulye turşu;Domates salçası;El mantısı;Diş macunu;Patates;Limon sos;Baldo pirinç;Ketçap;Patates;Un,Peeling krem
Customer_849,Kırmızı mercimek;Yoğurt;Bisküvi;Bezelye;Yer fıstığı;Diş fırçası;Karabiber;Köfte;Makarna;Vücut losyonu;Limon sos;Erişte;Patates;Kuru kayısı;El mantısı;Acı Sos;Diş macunu;Pizza;Saç boyası;Garnitür;Nohut;Şampuan;Krem şanti,Peeling krem
Customer_307,Kahve likörü;Nohut;Kuru üzüm;Un;El mantısı;Kahve likörü;Bezelye;Kırmızı şarap;Közlenmiş biber;Ayçiçek yağı;Bira;Garnitür;Cips;Un;Kalem;Milföy;Tarçın;Kuru üzüm;Nohut;Krem şanti;Böğürtlen,Karamelli likör
Customer_575,Ayçiçek yağı;Saç kremi;Domates salçası;Güneş kremi;Közlenmiş biber;Yeşil çay;Acı Sos;Nar ekşisi;Un;Ton balığı;Biber salçası;Tavuk Bulyon;Erişte;Krem şanti;Garnitür;Diş fırçası;El mantısı;Nar ekşisi;Pizza;Bezelye;Tarçın;Diş macunu,Peeling krem
Customer_234,Toz şeker;Kırmızı şarap;Köfte harcı;Baldo pirinç;Viski;Milföy;Baldo pirinç;Acı Sos;Kahve likörü;Un;Susam;Sarımsak sosu;Patates;Erişte;Fasulye turşu;İçli Köfte;Milföy;Ketçap;Yer fıstığı;Biber salçası;Cips,Karamelli likör
Customer_708,Kalamar;Bisküvi;Kuru İncir;Pizza;Patlıcan;Zeytinyağı;El mantısı;Közlenmiş biber;Ketçap;Kırı üzüm;Kuru İncir;Patlıcan;Köfte;Tarçın;Kalamar;Pizza;Nar ekşisi;Kırı üzüm;Kurabiye;Un,Kurutulmuş Kivi
Customer_321,Ton balığı;Çörek otu;Soya sosu;İçli Köfte;Közlenmiş biber;Acı Sos;Krem şanti;Un;Şampuan;Yeşil çay;Patates;Böğürtlen;Kalem;Jelibon;Makarna;Garnitür;Karabiber;Patlıcan;Saç kremi;Karides,Peeling krem
Customer_433,Sarımsak sosu;Ketçap;Kırı üzüm;Zeytinyağı;Jelibon;Kurabiye;Limon sos;Saç boyası;Diş macunu;Kalamar;Biber salçası;Saç kremi;Nohut;Makarna;Sirke;Toz şeker;Susam;Kuru İncir;Köfte harcı;İçli Köfte;Baldo pirinç;Şampuan,Peeling krem
Customer_97,Diş macunu;İçli Köfte;Kurabiye;Kırmızı mercimek;Şampuan;Çörek otu;Saç boyası;Un;Güneş kremi;Kırmızı mercimek;Ketçap;Diş fırçası;Yoğurt;Kuru kayısı;Nar ekşisi;Nohut;Ayçiçek yağı;Kalem;Erişte;Krem şanti;Patates;Un;Sirke;Kalamar;Toz şeker;Erişte,Peeling krem
Customer_370,İçli Köfte;Susam;Sarımsak sosu;Milföy;Çikolata;Baldo pirinç;Viski;Kırmızı mercimek;Jelibon;Sirke;Un;Soya sosu;Patates;El mantısı;Yulaf;Çörek otu;Nohut;Meksika fasülyesi;Kırmızı şarap;Cips;Yoğurt;Kahve likörü;Köfte harcı;Patlıcan;Krem şanti;Zeytinyağı;Sarımsak sosu,Karamelli likör
Customer_71,Böğürtlen;Kahve likörü;Nar ekşisi;Bezelye;Acı Sos;Közlenmiş biber;Nohut;Tavuk Bulyon;Patates;Köfte;Baldo pirinç;Çikolata;Yoğurt;Nane likörü;Kahve likörü;Biber salçası;Bira;Erişte;Domates salçası;Kırmızı şarap;Limon sos;Fasulye turşu;Garnitür;Yer fıstığı;Viski;Domates salçası;Beyaz şarap,Karamelli likör
Customer_822,Jelibon;Fasulye turşu;Kahve likörü;Kırmızı şarap;Sirke;Sarımsak sosu;Nohut;Milföy;Zeytinyağı;Bezelye;Bira;Limon sos;Viski;Toz şeker;El mantısı;Ketçap;Garnitür;Viski;Baldo pirinç;Bira;Acı Sos;Fasulye turşu,Karamelli likör
Customer_314,Krem şanti;Yeşil çay;Garnitür;Un;Kurabiye;Yoğurt;Cips;Karabiber;Yulaf;Bezelye;Fasulye turşu;Tarçın;Bezelye;Böğürtlen;Yer fıstığı;Karides;Erişte;Sarımsak sosu;Çörek otu,Kinoa tohumu
Customer_92,Nohut;Köfte;Sarımsak sosu;İçli Köfte;Çörek otu;Patates;Tavuk Bulyon;Biber salçası;Viski;Kuru üzüm;Zeytinyağı;Çikolata;Susam;Zeytinyağı;Jelibon;Cips;Susam;Ketçap;Karabiber;El mantısı;Bezelye;Milföy;Kuru dut;Pizza;Kırı üzüm,Kurutulmuş Kivi
Customer_213,Patlıcan;Şehriye;Kuru kayısı;Yer fıstığı;Fasulye turşu;Şehriye;Krem şanti;Acı Sos;Kırmızı mercimek;Ayçiçek yağı;Zeytinyağı;Limon sos;El mantısı;Pizza;Karabiber;Yulaf;Un;Keçi boynuzu;Acı Sos;Susam;Kuru İncir;Garnitür;Patates;Jelibon,Kurutulmuş Kivi
Customer_528,Tavuk Bulyon;Toz şeker;Yeşil çay;Domates salçası;Jelibon;Susam;Kuru kayısı;Limon sos;Yer fıstığı;Limon sos;Pizza;Baldo pirinç;Çörek otu;Çörek otu;Közlenmiş biber;Soya sosu;Kalamar,Kurutulmuş Kivi
Customer_733,Viski;El mantısı;Erişte;Kuru üzüm;Köfte harcı;Kırmızı mercimek;Limon sos;Krem şanti;Sarımsak sosu;Nohut;Tavuk Bulyon;Toz şeker;Fasulye turşu;Ayçiçek yağı;Yer fıstığı;Viski;Beyaz şarap;Karides;Kalamar;Köfte harcı;Acı Sos;Yer fıstığı,Karamelli likör
Customer_100,Kahve likörü;Viski;Papatya çayı;Karides;Közlenmiş biber;Şehriye;Tavuk Bulyon;Karides;Kırmızı mercimek;Krem şanti;Nane likörü;Kuru üzüm;Kalem;Pizza;Karabiber;Kırmızı şarap;Sirke,Karamelli likör
Customer_911,Meksika fasülyesi;Diş macunu;Domates salçası;Köfte;Yer fıstığı;Sirke;Garnitür;Sarımsak sosu;Ayçiçek yağı;Un;Papatya çayı;El mantısı;Şehriye;Biber salçası;Şampuan;Ihlamur;Yoğurt,Kinoa tohumu
Customer_66,Patates;Soya sosu;Zeytinyağı;Köfte;Karabiber;Bira;Közlenmiş biber;Jelibon;Toz şeker;Çikolata;Kuru kayısı;Bisküvi;Un;Makarna;Yer fıstığı;Bisküvi;Kalem;Zeytinyağı;Kırmızı mercimek,Karamelli likör
Customer_820,Acı Sos;Keçi boynuzu;Köfte;Jelibon;Tavuk Bulyon;Sarımsak sosu;Milföy;Toz şeker;Tarçın;Jelibon;Nar ekşisi;Susam;Ayçiçek yağı;Viski;Kuru üzüm;Bezelye;Çikolata;Zeytinyağı;Erişte;El mantısı;Baldo pirinç,Kinoa tohumu
Customer_766,Güneş kremi;Bezelye;Erişte;Güneş kremi;Ayçiçek yağı;Tavuk Bulyon;Bisküvi;Şehriye;Karides;Bisküvi;Saç kremi;Toz şeker;Tarçın;Susam;Diş macunu;Şampuan;Nemlendirici bakım kremi;Zeytinyağı;Fasulye turşu;Vücut losyonu;Diş macunu;Un;Yoğurt;Baldo pirinç;Vücut losyonu;Nohut;Soya sosu;Yoğurt,Peeling krem
Customer_481,Limon sos;Sirke;El mantısı;Kalem;Toz şeker;Baldo pirinç;Susam;Yulaf;Sarımsak sosu;Ton balığı;Kırı üzüm;Kalamar;Acı Sos;Makarna;Biber salçası;Keçi boynuzu;Milföy;Çörek otu;Patates;Kalem;Krem şanti;Şehriye;Biber salçası;Bisküvi,Kinoa tohumu
Customer_529,Un;Bisküvi;Saç kremi;Çörek otu;Baldo pirinç;Nohut;Karabiber;Pizza;Acı Sos;Kırmızı mercimek;Kuru dut;Yer fıstığı;Patates;Limon sos;Jelibon;Köfte;Saç boyası;Ketçap;Fasulye turşu;Şampuan;Közlenmiş biber;El mantısı,Peeling krem
Customer_803,Papatya çayı;Tavuk Bulyon;Köfte harcı;Şehriye;Közlenmiş biber;İçli Köfte;Susam;Garnitür;Tavuk Bulyon;Kuru dut;Fasulye turşu;Kuru kayısı;Bezelye;Nohut;Kalem;Nar ekşisi;Milföy,Kurutulmuş Kivi
Customer_248,Beyaz şarap;Sarımsak sosu;Şampuan;Un;Jelibon;Böğürtlen;Yer fıstığı;Yer fıstığı;Tarçın;Domates salçası;Baldo pirinç;İçli Köfte;Patates;Nohut;Makarna;Yoğurt,Peeling krem
Customer_782,El mantısı;Kırı üzüm;Şampuan;Saç boyası;Böğürtlen;Toz şeker;Jelibon;Nohut;Sarımsak sosu;Limon sos;Bezelye;Güneş kremi;Biber salçası;Köfte;Tarçın;Karides;Kalamar;Sarımsak sosu;Kırmızı mercimek,Peeling krem
Customer_198,Sirke;Böğürtlen;Közlenmiş biber;Garnitür;Zeytinyağı;Krem şanti;Krem şanti;Kuru dut;Ketçap;Susam;Tavuk Bulyon;Milföy;Un;Şehriye;Şehriye;Tarçın;Yer fıstığı;Kırı üzüm;Yulaf,Kurutulmuş Kivi
Customer_892,Acı Sos;Ton balığı;Közlenmiş biber;Ayçiçek yağı;Pizza;Kuru dut;Krem şanti;Kuru kayısı;Kırmızı mercimek;Toz şeker;Karides;Karabiber;Şehriye;Jelibon;Kalem;Garnitür;Yoğurt;Bezelye,Kurutulmuş Kivi
Customer_994,Ihlamur;Patlıcan;Susam;Yulaf;Keçi boynuzu;Papatya çayı;Köfte harcı;Garnitür;Tavuk Bulyon;Ayçiçek yağı;Susam;Erişte;Yer fıstığı;Çörek otu;Saç kremi,Kinoa tohumu
Customer_545,Köfte;Ketçap;Tavuk Bulyon;Karabiber;Tarçın;Garnitür;Soya sosu;Tarçın;Nane likörü;Susam;Domates salçası;Yer fıstığı;Makarna;Karides;Soya sosu;Erişte;Kırmızı mercimek;Köfte;Böğürtlen;Yoğurt;Toz şeker;Güneş kremi;Şampuan;Vücut losyonu,Peeling krem
Customer_60,Erişte;Yulaf;Limon sos;Soya sosu;Nar ekşisi;Böğürtlen;Pizza;Keçi boynuzu;Köfte harcı;Yeşil çay;El mantısı;Köfte harcı;Karides;Makarna;Patlıcan;Kırmızı şarap;Ton balığı,Kinoa tohumu
Customer_657,Tarçın;Pizza;Tavuk Bulyon;Acı Sos;Nane likörü;Çikolata;Biber salçası;Soya sosu;Şehriye;El mantısı;Çörek otu;Sirke;Erişte;Köfte harcı;Çörek otu;Şehriye;Kalem;Böğürtlen;Kahve likörü;Makarna;Zeytinyağı;Bira;Güneş kremi;Beyaz şarap;Bisküvi;Viski,Karamelli likör
Customer_108,Krem şanti;Nane likörü;Erişte;Böğürtlen;Kurabiye;Kuru üzüm;Bisküvi;Nohut;Karabiber;Kırmızı şarap;El mantısı;Yoğurt;Güneş kremi;Bira;Köfte;Ketçap;Karabiber;Cips;Közlenmiş biber;Kalamar;Garnitür;Kalem;Toz şeker,Karamelli likör
Customer_728,Tavuk Bulyon;Saç kremi;Baldo pirinç;Garnitür;Limon sos;Keçi boynuzu;Saç boyası;Milföy;Nohut;Sirke;Karabiber;Soya sosu;Tarçın;Domates salçası;Sirke;Vücut losyonu;Patlıcan;Yoğurt;Limon sos;Böğürtlen,Peeling krem
Customer_442,Karabiber;Domates salçası;Kırı üzüm;Yer fıstığı;Beyaz şarap;Ayçiçek yağı;Patates;Fasulye turşu;Kalamar;Limon sos;Toz şeker;Karabiber;Köfte harcı;Patates;Kahve likörü;Kalem;El mantısı;Nohut;Çörek otu;Susam;Makarna;El mantısı;Biber salçası;Baldo pirinç,Kurutulmuş Kivi
Customer_424,Fasulye turşu;Meksika fasülyesi;Köfte harcı;Kuru dut;Soya sosu;Milföy;Tavuk Bulyon;Fasulye turşu;Biber salçası;Toz şeker;Kuru İncir;Jelibon;Tarçın;Köfte;El mantısı;Tavuk Bulyon;İçli Köfte;Milföy;Limon sos;Ketçap,Kinoa tohumu
Customer_568,Limon sos;Şehriye;Toz şeker;Zeytinyağı;Sarımsak sosu;Güneş kremi;Kırı üzüm;Kalamar;Kalem;Fasulye turşu;Toz şeker;Ayçiçek yağı;El mantısı;Nar ekşisi;Köfte harcı;Un;Susam;Soya sosu;Saç kremi;Patates,Peeling krem
Customer_786,Kırmızı mercimek;Çörek otu;El mantısı;Şehriye;Karides;El mantısı;Çörek otu;Şehriye;Kurabiye;Biber salçası;Şampuan;Acı Sos;Nar ekşisi;Papatya çayı;Kalamar;Sirke;Keçi boynuzu;Patlıcan;Sirke;Köfte;Bisküvi,Kinoa tohumu
Customer_561,Soya sosu;Nohut;Yer fıstığı;Sirke;Bisküvi;Yulaf;Papatya çayı;Kırmızı şarap;Krem şanti;Kalem;Toz şeker;Karides;Keçi boynuzu;Karides;Toz şeker;Ton balığı;Susam;Ketçap,Kinoa tohumu
Customer_400,El mantısı;Ayçiçek yağı;Köfte harcı;Cips;Susam;Nane likörü;Bira;Közlenmiş biber;Köfte;Kırmızı şarap;Kalamar;Karides;Karabiber;Sarımsak sosu;Bisküvi;Ketçap;Kalem;Tavuk Bulyon;Kırmızı şarap,Karamelli likör
Customer_185,Krem şanti;Meksika fasülyesi;Yulaf;Garnitür;Tavuk Bulyon;Baldo pirinç;Saç boyası;Zeytinyağı;Köfte harcı;Limon sos;Milföy;Ketçap;Fasulye turşu;Ihlamur;Patates;Diş macunu;Erişte;Domates salçası;Ayçiçek yağı;Karides;Tarçın,Peeling krem
Customer_687,Meksika fasülyesi;Tarçın;Makarna;Kuru kayısı;Böğürtlen;Ihlamur;Patlıcan;Pizza;Közlenmiş biber;Domates salçası;Kırmızı mercimek;Sirke;Krem şanti;El mantısı;Nohut;Şehriye;Bezelye;Bisküvi;Karabiber;İçli Köfte;Zeytinyağı;Un;Ketçap;Çörek otu,Kinoa tohumu
Customer_754,Ton balığı;Ayçiçek yağı;Krem şanti;Bisküvi;Şampuan;Toz şeker;Patates;Sirke;Ayçiçek yağı;Meksika fasülyesi;Çörek otu;Garnitür;Yeşil çay;Biber salçası;Karabiber;Domates salçası;Kurabiye;Ihlamur;Baldo pirinç;Pizza;Papatya çayı;Ketçap,Kinoa tohumu
Customer_296,Kuru İncir;Böğürtlen;Susam;Nemlendirici bakım kremi;Ketçap;Toz şeker;Jelibon;Nar ekşisi;Vücut losyonu;Nohut;Patlıcan;Bisküvi;Köfte harcı;Milföy;Diş macunu;Şehriye;Sarımsak sosu;Susam;Biber salçası;Un;Kuru dut;Tavuk Bulyon;Ayçiçek yağı;Limon sos;Kalem,Peeling krem
Customer_448,İçli Köfte;Baldo pirinç;Karabiber;Kırmızı mercimek;Biber salçası;Un;El mantısı;Çörek otu;Sarımsak sosu;Karides;Domates salçası;Fasulye turşu;Ihlamur;Papatya çayı;Bezelye;Makarna;Nar ekşisi,Kinoa tohumu
Customer_383,Çörek otu;Acı Sos;Kırı üzüm;Bisküvi;Jelibon;Pizza;Domates salçası;Nemlendirici bakım kremi;Vücut losyonu;Kırmızı mercimek;Yer fıstığı;Milföy;El mantısı;Patlıcan;Fasulye turşu;Nar ekşisi;Nohut;Biber salçası;Şehriye;Fasulye turşu;Köfte,Kurutulmuş Kivi
Customer_273,Çörek otu;Kuru kayısı;Papatya çayı;Jelibon;Yer fıstığı;Jelibon;Domates salçası;Köfte harcı;Kuru İncir;Makarna;Baldo pirinç;Un;Kalem;Patlıcan,Kinoa tohumu
Customer_826,Jelibon;Kalem;Bisküvi;Tavuk Bulyon;Nemlendirici bakım kremi;Güneş kremi;Limon sos;Patates;Saç kremi;Kuru dut;Diş macunu;Zeytinyağı;Makarna;Kalem;Susam;Kırmızı mercimek;Ketçap;Vücut losyonu,Peeling krem
Customer_81,Susam;Şehriye;Sarımsak sosu;Un;Kalamar;Papatya çayı;Jelibon;Yer fıstığı;Karides;Patlıcan;Un;Ton balığı;Ihlamur;Garnitür;Zeytinyağı;Limon sos;Sirke;Kuru kayısı;Biber salçası;Domates salçası;Soya sosu;Biber salçası,Kinoa tohumu
Customer_50,Köfte harcı;Limon sos;Bisküvi;Bira;Beyaz şarap;Çörek otu;Bezelye;Makarna;Şampuan;Saç kremi;Diş fırçası;Vücut losyonu;El mantısı;Nemlendirici bakım kremi;Domates salçası;Nohut;Bezelye;Bisküvi;Soya sosu,Peeling krem
Customer_846,Cips;Kurabiye;Böğürtlen;Çikolata;Kuru üzüm;Yoğurt;Viski;Köfte;Beyaz şarap;Toz şeker;Viski;Baldo pirinç;Köfte harcı;Milföy;Ketçap;Makarna;Yer fıstığı;Sarımsak sosu,Karamelli likör
Customer_482,Limon sos;Ihlamur;Limon sos;Bezelye;Kalem;Pizza;Ihlamur;İçli Köfte;Ayçiçek yağı;Susam;Meksika fasülyesi;Karides;Bisküvi;Jelibon;Yoğurt,Kinoa tohumu
Customer_183,Yeşil çay;Tavuk Bulyon;Ihlamur;Ketçap;Patates;Kurabiye;Acı Sos;Meksika fasülyesi;Bisküvi;Un;Fasulye turşu;Krem şanti;Kurabiye;Ton balığı;Yulaf;Keçi boynuzu;Çörek otu,Kinoa tohumu
Customer_756,Karides;Yoğurt;Çörek otu;Biber salçası;Soya sosu;Cips;Sirke;Makarna;Kırmızı şarap;Çikolata;Köfte harcı;Böğürtlen;Nane likörü;Yoğurt;Közlenmiş biber;Biber salçası;Viski;Köfte;Zeytinyağı;Közlenmiş biber;Bira;Jelibon;Kalamar;İçli Köfte;Toz şeker;Kuru İncir,Karamelli likör
Customer_968,Pizza;Çörek otu;Kuru kayısı;Erişte;Tarçın;Keçi boynuzu;Baldo pirinç;Pizza;Limon sos;Nar ekşisi;Erişte;Zeytinyağı;Yer fıstığı;Sirke;Patlıcan;Yulaf;Kalem;Meksika fasülyesi;Yeşil çay;Susam;Papatya çayı;Soya sosu;Kırı üzüm;Bezelye;Yoğurt;Sarımsak sosu;Kalamar;Un,Kinoa tohumu
Customer_891,Tavuk Bulyon;Kalem;Ayçiçek yağı;Pizza;Toz şeker;Meksika fasülyesi;Sirke;Un;Çörek otu;Domates salçası;Makarna;Köfte;Kuru İncir;Acı Sos;Erişte;Yeşil çay;Kalamar;Kalamar;Sarımsak sosu,Kurutulmuş Kivi
Customer_595,Kuru dut;Diş fırçası;Tarçın;Yoğurt;Saç boyası;Garnitür;Karides;Krem şanti;Kuru İncir;Güneş kremi;Patates;Milföy;Ayçiçek yağı;Sirke;Nar ekşisi;Köfte;Ayçiçek yağı,Kurutulmuş Kivi
Customer_91,Yer fıstığı;Viski;Toz şeker;Cips;Makarna;İçli Köfte;Erişte;Fasulye turşu;Bisküvi;Böğürtlen;Garnitür;Kahve likörü;Un;Karabiber;Soya sosu;Susam;Jelibon;Patlıcan;Köfte harcı;Zeytinyağı;Domates salçası;Kuru kayısı,Karamelli likör
Customer_118,Baldo pirinç;Krem şanti;Ayçiçek yağı;Domates salçası;Şampuan;Soya sosu;El mantısı;Nemlendirici bakım kremi;Saç kremi;Acı Sos;Ton balığı;Böğürtlen;Milföy;Şehriye;Diş fırçası,Peeling krem
Customer_438,Kalamar;Şampuan;Şehriye;Karabiber;Kırı üzüm;Milföy;Biber salçası;Karides;Garnitür;Milföy;İçli Köfte;Yer fıstığı;Kuru İncir;Köfte;Nohut;Bezelye;Krem şanti;Susam,Kurutulmuş Kivi
Customer_101,Sirke;Köfte;Kuru İncir;Kırmızı şarap;Közlenmiş biber;Domates salçası;Nane likörü;Yoğurt;Kalem;Kalamar;İçli Köfte;Tarçın;Nohut;Ketçap;Tavuk Bulyon;Kurabiye;Patates;Kalem;Kuru üzüm;Bezelye;Soya sosu;Soya sosu;Közlenmiş biber;Cips;Bezelye;Sarımsak sosu,Karamelli likör
Customer_55,Erişte;Yoğurt;Kırmızı mercimek;Baldo pirinç;Kalamar;Köfte;Sarımsak sosu;Bisküvi;Milföy;Biber salçası;Ketçap;Sarımsak sosu;Diş macunu;Bezelye;Güneş kremi;Köfte;Nemlendirici bakım kremi;Diş fırçası,Peeling krem
Customer_905,Kırmızı şarap;Patates;El mantısı;Kırı üzüm;Patlıcan;Kuru dut;Jelibon;Ketçap;Susam;Kırmızı mercimek;Böğürtlen;Pizza;Kalamar;Un;Köfte;Sarımsak sosu;Karides;Tavuk Bulyon;Makarna,Kurutulmuş Kivi
Customer_954,Patlıcan;Nar ekşisi;Kırmızı şarap;Beyaz şarap;Kırmızı mercimek;Viski;Nar ekşisi;Soya sosu;Tarçın;Közlenmiş biber;Çörek otu;Patlıcan;Toz şeker;Pizza;Susam;Patates;Köfte harcı;Un;Zeytinyağı;İçli Köfte;Kuru dut;Tarçın;Ayçiçek yağı;Pizza;Bezelye,Karamelli likör
Customer_337,Bira;Sirke;Böğürtlen;Biber salçası;Közlenmiş biber;Tavuk Bulyon;Ihlamur;Yoğurt;Domates salçası;Fasulye turşu;Zeytinyağı;Kırmızı mercimek;Milföy;Yulaf,Kinoa tohumu
Customer_940,Bezelye;Bisküvi;Biber salçası;Kalem;Böğürtlen;Un;Fasulye turşu;Yoğurt;Şehriye;Erişte;Nohut;Ayçiçek yağı;Yulaf;Karabiber;Kuru dut;Toz şeker;Fasulye turşu;Kuru İncir;Makarna;Karides,Kinoa tohumu
Customer_256,Susam;Pizza;Cips;Acı Sos;Yeşil çay;Kahve likörü;Çikolata;Papatya çayı;Susam;Ketçap;Kırmızı şarap;Zeytinyağı;Yulaf;Kalamar;Köfte;Kuru üzüm;İçli Köfte;El mantısı;Biber salçası;Viski;Beyaz şarap,Karamelli likör
Customer_392,Garnitür;Şampuan;Nemlendirici bakım kremi;Fasulye turşu;Nohut;Baldo pirinç;Milföy;Yoğurt;Diş fırçası;Saç kremi;Diş macunu;El mantısı;Karabiber;Yer fıstığı;Patates;Tarçın;Pizza;Bezelye;Karides;Zeytinyağı;Soya sosu;Papatya çayı;Saç boyası;Kurabiye,Peeling krem
Customer_440,Garnitür;Soya sosu;Domates salçası;Biber salçası;Jelibon;Ihlamur;Meksika fasülyesi;Yeşil çay;Keçi boynuzu;El mantısı;Böğürtlen;Yulaf;Garnitür;Tarçın;El mantısı;Nar ekşisi;Şehriye;Limon sos;Kuru kayısı,Kinoa tohumu
Customer_837,Bira;Kuru üzüm;Zeytinyağı;Baldo pirinç;Biber salçası;Köfte;Bisküvi;Kahve likörü;Garnitür;Tarçın;Çikolata;Patates;Sirke;Pizza;Şehriye;Karabiber;Beyaz şarap;İçli Köfte;Köfte harcı;Beyaz şarap;Pizza;Kalem,Karamelli likör
Customer_476,Makarna;Biber salçası;Bezelye;Şehriye;Ketçap;Patlıcan;Krem şanti;Bezelye;Biber salçası;Patlıcan;Kahve likörü;Garnitür;İçli Köfte;Sirke;Kırmızı mercimek;Jelibon;Kuru kayısı;Sarımsak sosu,Kurutulmuş Kivi
Customer_799,Domates salçası;Papatya çayı;Zeytinyağı;Diş fırçası;Kırmızı mercimek;Kalem;Çörek otu;Kalamar;Nohut;Köfte;Ketçap;Böğürtlen;Ihlamur;Susam;Makarna;Ton balığı,Kinoa tohumu
Customer_352,Közlenmiş biber;Ihlamur;Şehriye;Erişte;Köfte harcı;Ketçap;Ketçap;Erişte;Beyaz şarap;Sarımsak sosu;El mantısı;Bisküvi;Yer fıstığı;Papatya çayı;Ayçiçek yağı;Tavuk Bulyon;Yeşil çay;Makarna;Ton balığı;Limon sos;Kalem;Keçi boynuzu,Kinoa tohumu
Customer_446,Meksika fasülyesi;Sarımsak sosu;Un;Pizza;Domates salçası;Ton balığı;Soya sosu;Közlenmiş biber;Krem şanti;Yeşil çay;Beyaz şarap;Bisküvi;Tarçın;Patates;Fasulye turşu;Susam;Erişte;Ihlamur;Karabiber,Kinoa tohumu
Customer_685,Baldo pirinç;Nohut;Erişte;Susam;Karides;Pizza;Baldo pirinç;Garnitür;Tarçın;Tarçın;Kırmızı şarap;Patlıcan;Közlenmiş biber;Zeytinyağı;Soya sosu;Keçi boynuzu;İçli Köfte;Kuru üzüm;Milföy;Krem şanti;Cips;Bira,Karamelli likör
Customer_44,Şehriye;Kuru İncir;Nar ekşisi;Sirke;Biber salçası;Krem şanti;Şehriye;Kuru dut;Kalamar;Karides;Krem şanti;Ayçiçek yağı;Fasulye turşu;Sarımsak sosu;Közlenmiş biber;Kuru dut;Karabiber,Kurutulmuş Kivi
Customer_819,Bisküvi;Pizza;Biber salçası;Yulaf;Köfte harcı;Erişte;Ton balığı;Bezelye;Ayçiçek yağı;Yer fıstığı;Un;Keçi boynuzu,Kinoa tohumu
Customer_707,Kurabiye;Kırmızı şarap;Viski;Patlıcan;Kahve likörü;Bira;Şehriye;Yer fıstığı;Çörek otu;Sarımsak sosu;Yoğurt;Fasulye turşu;Sirke;Garnitür;El mantısı;Beyaz şarap;Kuru dut;Bisküvi;Közlenmiş biber;Tavuk Bulyon;Nohut;Patlıcan,Karamelli likör
Customer_439,İçli Köfte;Karides;Keçi boynuzu;Patates;Tavuk Bulyon;Köfte harcı;Çörek otu;Yulaf;Bisküvi;Limon sos;Böğürtlen;Soya sosu;Milföy;Kırmızı mercimek;Karabiber;Limon sos;Yulaf;İçli Köfte,Kinoa tohumu
Customer_404,İçli Köfte;Ayçiçek yağı;Toz şeker;Kuru dut;Biber salçası;Garnitür;İçli Köfte;Pizza;Sarımsak sosu;Toz şeker;Karabiber;Un;Şehriye;Ketçap;Zeytinyağı;Közlenmiş biber;Ton balığı;Kuru İncir;Karides;Domates salçası,Kinoa tohumu
Customer_976,Baldo pirinç;Nemlendirici bakım kremi;Erişte;Karabiber;Baldo pirinç;Şampuan;Toz şeker;Soya sosu;Krem şanti;Vücut losyonu;Zeytinyağı;Kalamar;Saç boyası;Bisküvi;Saç kremi;Kuru İncir;Közlenmiş biber;Susam;Diş fırçası,Peeling krem
Customer_454,Kuru dut;Çikolata;Karides;Kırmızı mercimek;Közlenmiş biber;Un;Bisküvi;Köfte harcı;Kırı üzüm;Jelibon;Kahve likörü;Bira;Zeytinyağı;Acı Sos;Nane likörü;Fasulye turşu;Tavuk Bulyon;Toz şeker;Zeytinyağı;Makarna;Çörek otu;Sirke;Kalem;Kırmızı şarap;Krem şanti,Karamelli likör
Customer_541,Közlenmiş biber;Nane likörü;Krem şanti;Tarçın;Sirke;Karides;Kırmızı mercimek;Garnitür;Bezelye;Un;Yer fıstığı;Zeytinyağı;Ayçiçek yağı;Nohut;Şehriye;Çörek otu;Kuru dut;Acı Sos;Pizza;Bira;Viski;Karabiber,Karamelli likör
Customer_140,Şehriye;Kuru dut;Köfte;Közlenmiş biber;Limon sos;Kuru İncir;Şehriye;Kuru kayısı;Karides;Bezelye;Toz şeker;Kalamar;Kuru İncir;Nohut;İçli Köfte;Nar ekşisi;Jelibon;Patlıcan;Yer fıstığı;Tarçın,Kurutulmuş Kivi
